Transaction_ID,Customer_ID,Product_ID,Product_Name,Date,Unit_Price,Category,Date_year,Date_month,Date_day,Predicted_Price
026d5c82-d96a-4137-b63d-c56ad5bbee83,4141,8,Almond Milk,2013-12-28,29.89,Dairy Alternatives,2013,12,28,41.60839722963682
8cf6a2b1-5336-451d-abb8-3c9b56b00ce1,4141,6,Cheddar Cheese,2014-01-13,42.63,Dairy,2014,1,13,39.812676606181185
ae3e3107-e490-4494-a658-60a3f1ebe01c,4141,9,Whole Wheat Pasta,2014-01-29,30.39,Pantry,2014,1,29,40.91450695927135
b51943f9-dc7d-4779-9266-37f93319fe9e,4141,3,Organic Eggs (12),2014-02-14,40.56,Dairy,2014,2,14,39.654450499881335
b5d3fe94-3878-4791-8479-12285ed410d6,4141,7,Greek Yogurt,2014-03-02,37.31,Dairy,2014,3,2,39.44100794467216
94babac8-0497-41e0-ae9a-dc86066f2545,4141,1,Fresh Milk,2014-03-18,37.52,Dairy,2014,3,18,39.50896665102211
99b91161-5c5f-4793-82a9-7c8bc9dc9235,4141,3,Organic Eggs (12),2014-04-04,43.92,Dairy,2014,4,4,39.28702925751919
36ffc151-3750-42a4-bd13-aab7e1715de2,4141,3,Organic Eggs (12),2014-04-20,31.65,Dairy,2014,4,20,39.354987963869135
1c56b2f0-66dd-4459-8379-3fdf015370a1,4141,3,Organic Eggs (12),2014-05-06,43.74,Dairy,2014,5,6,39.133050570366215
abd6c915-9ce3-4bcc-b58c-f7cbdcdf9807,4141,8,Almond Milk,2014-05-22,33.77,Dairy Alternatives,2014,5,22,40.22724130999854
7ecd84bc-43f4-44ab-b7f3-168bcb6e4b22,4141,9,Whole Wheat Pasta,2014-06-07,42.18,Pantry,2014,6,7,40.00869611080658
d7a40b79-346a-4e7a-84d8-c717afbdac8b,4141,7,Greek Yogurt,2014-06-23,39.44,Dairy,2014,6,23,39.04278317041632
4efbf2b2-3547-4a9d-a344-65247a18e4d8,4141,1,Fresh Milk,2014-07-09,41.23,Dairy,2014,7,9,38.8208457769134
869311d5-3974-4015-b676-0a9a7c6af55e,6182,8,Almond Milk,2014-02-10,5.83,Dairy Alternatives,2014,2,10,40.66369285657622
d465d287-eb96-4e84-9ba2-78dce2c305a1,6182,1,Fresh Milk,2014-03-24,5.32,Dairy,2014,3,24,39.53445116590334
9235ac2f-a722-4713-8c25-30288d903a8c,6182,4,Avocado,2014-05-05,5.52,Produce,2014,5,5,38.878879058228534
b7d2cf35-56a0-4520-8a16-fcb205198503,6182,2,Brown Bread,2014-06-17,6.88,Bakery,2014,6,17,40.16003313164017
8e4a3296-3593-4c7c-85fc-8660ea226c40,6182,9,Whole Wheat Pasta,2014-07-29,6.51,Pantry,2014,7,29,39.93966580659105
1d1df9f4-d7d1-4df7-9106-d8e930949139,6182,7,Greek Yogurt,2014-09-09,7.19,Dairy,2014,9,9,38.495898726019966
be8e92b0-850b-4f82-90ac-7b016784d3cf,6182,9,Whole Wheat Pasta,2014-10-22,6.14,Pantry,2014,10,22,39.4225132962228
183648e3-e58a-461f-82c2-eb0c9a21d868,6182,3,Organic Eggs (12),2014-12-03,5.34,Dairy,2014,12,3,37.98299363479859
4496a967-7490-4ed6-8dcf-d537b919f52e,5324,1,Fresh Milk,2014-01-19,19.58,Dairy,2014,1,19,39.83816112106241
9f1efcf9-33cf-400c-8706-34267bf5e2fb,5324,1,Fresh Milk,2014-02-02,22.19,Dairy,2014,2,2,39.60348147011887
c61f784d-d2bf-4f31-b016-218de01c0e61,5324,3,Organic Eggs (12),2014-02-16,19.27,Dairy,2014,2,16,39.662945338175085
c0a2b61d-5ef0-4169-ab6d-ece3acbc0864,5324,5,Chicken Breast,2014-03-02,23.81,Meat,2014,3,2,39.189958151413975
5a957130-e9f2-4126-a7d0-80c9e1173bbe,5324,1,Fresh Milk,2014-03-17,23.89,Dairy,2014,3,17,39.504719231875235
5b0433ea-4fcc-4561-9b21-dc009788ce37,5324,5,Chicken Breast,2014-03-31,19.8,Meat,2014,3,31,39.313133306673265
27b9bf46-2dd1-452f-bd94-be40afc3ef43,5324,2,Brown Bread,2014-04-14,18.02,Bakery,2014,4,14,40.47223792509298
dc90d62e-e153-4940-b329-32a0c1ce2ce1,5324,4,Avocado,2014-04-28,26.42,Produce,2014,4,28,39.1390432240533
b50e18ae-10a0-4dcd-9204-1731ef8fe294,5324,7,Greek Yogurt,2014-05-13,25.27,Dairy,2014,5,13,39.162782504394315
32270161-24c4-401a-a609-150031395300,5324,7,Greek Yogurt,2014-05-27,21.41,Dairy,2014,5,27,39.22224637245053
1a17b9fb-0298-4664-b041-46651d8c96fe,5324,2,Brown Bread,2014-06-10,25.5,Bakery,2014,6,10,40.13030119761206
c2f8c5e6-48af-43cb-89eb-167fb43f3432,5324,2,Brown Bread,2014-06-24,25.86,Bakery,2014,6,24,40.18976506566827
61391b5e-c647-47f2-a722-f884a56c34d9,5324,9,Whole Wheat Pasta,2014-07-09,18.57,Pantry,2014,7,9,39.85471742365361
b0653050-db01-4d48-a230-a84d6f9734e6,5324,6,Cheddar Cheese,2014-07-23,22.54,Dairy,2014,7,23,38.88030964496961
a10479c7-f999-43b3-9947-e246e0bacafe,5324,4,Avocado,2014-08-06,20.0,Produce,2014,8,6,38.39570590103526
b3d80e6b-8dde-48ff-9fdc-6d844f5a0f8a,5324,9,Whole Wheat Pasta,2014-08-20,19.91,Pantry,2014,8,20,39.73896550882249
585456c4-d8ab-4794-9463-14b59a2ebed1,5324,8,Almond Milk,2014-09-04,18.5,Dairy Alternatives,2014,9,4,39.50089366356798
6bcb04ab-4ff0-4963-9a39-0a982b887a49,5324,6,Cheddar Cheese,2014-09-18,19.58,Dairy,2014,9,18,38.534125498341815
c0fc531b-9d09-42bc-b03a-fbfe143ea9a1,5324,7,Greek Yogurt,2014-10-02,20.44,Dairy,2014,10,2,38.303693266545146
3914d59d-95c5-497e-aa10-361227fb81bb,7446,3,Organic Eggs (12),2013-09-09,29.64,Dairy,2013,9,9,40.98888480890403
9322e587-b5f8-4617-bd13-a1c14a838435,7446,6,Cheddar Cheese,2013-09-24,38.81,Dairy,2013,9,24,41.05259609610711
faac684e-4909-4263-98a3-8da0cf677efe,7446,8,Almond Milk,2013-10-10,32.61,Dairy Alternatives,2013,10,10,41.85689073588656
322718e4-92b7-4085-91a9-37ba3effee28,7446,6,Cheddar Cheese,2013-10-26,28.2,Dairy,2013,10,26,40.89861740895414
201fb773-79f8-4ea3-bf0d-f7c178cdb04e,7446,8,Almond Milk,2013-11-11,31.53,Dairy Alternatives,2013,11,11,41.698664629586716
1bf10b30-5734-4792-ac48-f206d1eb45e2,7446,3,Organic Eggs (12),2013-11-27,37.43,Dairy,2013,11,27,40.740391302654295
1629ef84-7cd7-4892-9434-3055d444ef55,7446,6,Cheddar Cheese,2013-12-13,29.43,Dairy,2013,12,13,40.51845390915137
5fc8fea7-dfa8-4cc0-a7e8-1914f10a0e68,7446,7,Greek Yogurt,2013-12-29,36.47,Dairy,2013,12,29,40.586412615501324
86877496-23e0-4446-80c2-a976c1a56ec8,7446,2,Brown Bread,2014-01-13,36.19,Bakery,2014,1,13,40.95541108228626
06abcd89-89e8-4396-b07e-e0db052bf2f8,7446,6,Cheddar Cheese,2014-01-29,36.32,Dairy,2014,1,29,39.88063531253113
cc102402-9d32-4fbe-bde2-2cf76fb95b27,7446,5,Chicken Breast,2014-02-14,32.8,Meat,2014,2,14,39.40340070662316
74d75307-efed-4932-953e-4606baacf6d2,7446,6,Cheddar Cheese,2014-03-02,36.31,Dairy,2014,3,2,39.44100794467216
9e76bd51-7e0c-40ca-ab20-fb1588799349,7446,6,Cheddar Cheese,2014-03-18,29.34,Dairy,2014,3,18,39.50896665102211
f2a473f6-82d5-4fba-a8a5-705ae90ebee6,7446,7,Greek Yogurt,2014-04-03,31.39,Dairy,2014,4,3,39.282781838372316
df51b33c-8b87-4eb3-bdba-6e3b7131e50c,7446,6,Cheddar Cheese,2014-04-19,28.08,Dairy,2014,4,19,39.350740544722264
d8e984eb-085c-4ddd-9322-1f17e1e13138,7446,8,Almond Milk,2014-05-04,33.7,Dairy Alternatives,2014,5,4,40.15078776535484
43c83f5c-70e9-4401-ad27-0d93999b95f0,7446,8,Almond Milk,2014-05-20,30.97,Dairy Alternatives,2014,5,20,40.2187464717048
db49f33b-86ed-4745-9b52-59278c8957b1,7446,6,Cheddar Cheese,2014-06-05,36.22,Dairy,2014,6,5,38.96632962577262
1e3612fe-026a-4455-a86a-c96a3e0dd62b,7446,1,Fresh Milk,2014-06-21,26.34,Dairy,2014,6,21,39.03428833212258
2a5ed857-733c-4b5a-9d42-c77916924514,7446,5,Chicken Breast,2014-07-07,36.55,Meat,2014,7,7,38.561301145361476
d32eba83-8f0f-4dfa-8334-e7f4687bafbf,7446,7,Greek Yogurt,2014-07-23,30.98,Dairy,2014,7,23,38.88030964496961
86c2e63b-4393-4e9c-92b8-5afa60ac6f05,7446,4,Avocado,2014-08-08,35.36,Produce,2014,8,8,38.404200739329
bc3c15b2-4742-4484-bcf3-a98cfa733367,965,5,Chicken Breast,2012-11-13,26.86,Meat,2012,11,13,42.92286372422397
3e2b05a5-d91b-4af6-a0ea-0099b3c77071,965,4,Avocado,2012-11-28,26.76,Produce,2012,11,28,42.98770071169442
63f1f641-0cc2-4c13-8ed3-7fbe81351e66,965,1,Fresh Milk,2012-12-14,32.04,Dairy,2012,12,14,43.015687411182306
70fac3ed-4a14-4e51-94a3-09e2f5da9db5,965,5,Chicken Breast,2012-12-30,31.08,Meat,2012,12,30,42.83259632427408
b57c63a4-8183-4b56-ade7-3fea4dfae809,965,8,Almond Milk,2013-01-15,30.84,Dairy Alternatives,2013,1,15,43.34038956064136
9afb3946-dc64-412a-af7a-4ccc5b54e8eb,965,2,Brown Bread,2013-01-30,24.37,Bakery,2013,1,30,43.52060329066715
d155d9e8-08d5-4e02-a8db-a02ce2d4881e,965,3,Organic Eggs (12),2013-02-15,32.67,Dairy,2013,2,15,42.15168400191227
80dd93e9-c848-42b6-b20e-9e858763d920,965,5,Chicken Breast,2013-03-03,28.06,Meat,2013,3,3,41.68719165344491
7bafb5b2-0e8a-4bd4-bc3b-0ff025a88203,965,1,Fresh Milk,2013-03-19,27.32,Dairy,2013,3,19,42.00620015305305
b91e5f71-a0de-43b5-a63b-a478da0c3d10,965,4,Avocado,2013-04-03,31.39,Produce,2013,4,3,41.52584382826557
6c0b52aa-b370-4335-9b86-c85a5496151c,965,2,Brown Bread,2013-04-19,25.83,Bakery,2013,4,19,42.986461103711406
0d766b33-f9f6-4a01-b0cb-5ad8d3f7a5ec,965,2,Brown Bread,2013-05-05,29.09,Bakery,2013,5,5,42.764523710208486
f3c3d53d-b56b-4727-bd6e-5ee6c61258fa,965,1,Fresh Milk,2013-05-21,27.31,Dairy,2013,5,21,41.68974794045336
c334a17e-8984-4145-89c6-95aef80c54e4,965,1,Fresh Milk,2013-06-05,33.7,Dairy,2013,6,5,41.45931570865669
248e5e15-51d0-4731-9a4d-25618fca6df2,965,3,Organic Eggs (12),2013-06-21,28.87,Dairy,2013,6,21,41.527274415006644
32865183-fa97-43e7-8bc5-cf0790f90c3f,965,9,Whole Wheat Pasta,2013-07-07,30.38,Pantry,2013,7,7,42.339208668243934
37be94bf-b296-4d3e-8c34-b220a7814b2d,965,9,Whole Wheat Pasta,2013-07-23,27.56,Pantry,2013,7,23,42.40716737459389
8e6d180c-7b28-406c-8f5b-227a160976f8,965,9,Whole Wheat Pasta,2013-08-07,31.85,Pantry,2013,8,7,42.17673514279722
40385fbc-71de-49eb-a7d2-d7dc3969995e,965,5,Chicken Breast,2013-08-23,31.93,Meat,2013,8,23,40.959772409148776
297f0f4c-80de-4a46-a508-ad47a5861ca1,965,4,Avocado,2013-09-08,24.02,Produce,2013,9,8,40.73471329676635
b28b602f-b310-4e7e-bb20-0cbeaf7e0e79,965,4,Avocado,2013-09-24,33.5,Produce,2013,9,24,40.8026720031163
153e79b8-9115-4973-b07e-7bab73998931,6177,7,Greek Yogurt,2013-05-08,14.16,Dairy,2013,5,8,41.634531491544024
6506c043-0eec-4133-bbf9-25c46972c0fd,6177,4,Avocado,2013-06-10,19.33,Produce,2013,6,10,41.23062871140024
9f6fc914-6923-4b3c-b220-d79680f7a029,6177,6,Cheddar Cheese,2013-07-13,13.55,Dairy,2013,7,13,41.33082153638495
de6930e0-c2f9-4813-ba5b-00b129f1a5cf,6177,9,Whole Wheat Pasta,2013-08-15,19.06,Pantry,2013,8,15,42.2107144959722
98011893-7b3e-412a-a716-7a5a408b16b2,6177,9,Whole Wheat Pasta,2013-09-18,17.63,Pantry,2013,9,18,42.0609832279661
b331cef9-e6f7-4c5c-aa15-56705d31d97c,6177,6,Cheddar Cheese,2013-10-21,15.69,Dairy,2013,10,21,40.87738031321978
bdfdaa7d-4dc0-49f9-92ca-6cda63c7ce75,6177,5,Chicken Breast,2013-11-23,20.01,Meat,2013,11,23,40.47235183280863
f2f5c4b3-4cd0-4265-8e71-e8530161271d,6177,7,Greek Yogurt,2013-12-27,19.27,Dairy,2013,12,27,40.57791777720758
2d9d010c-9a46-449b-80b0-39a3698a67f5,6177,9,Whole Wheat Pasta,2014-01-29,20.04,Pantry,2014,1,29,40.91450695927135
e903bbde-30c9-492f-bb24-1b067f47d33b,6177,6,Cheddar Cheese,2014-03-03,15.42,Dairy,2014,3,3,39.44525536381903
630df984-59e6-435e-8ac5-d6dea95864b0,4855,8,Almond Milk,2013-06-06,7.52,Dairy Alternatives,2013,6,6,42.48979516108594
1f2f8ae4-3782-44fb-a88b-f9e4a8b44476,4855,2,Brown Bread,2013-08-02,6.72,Bakery,2013,8,2,42.26436087642772
21c1d4af-a4b8-48f0-86f7-d2dd761e04fb,4855,3,Organic Eggs (12),2013-09-29,8.45,Dairy,2013,9,29,41.07383319184147
1695d531-4b4f-4e42-9426-163c44f782c6,4855,3,Organic Eggs (12),2013-11-26,7.92,Dairy,2013,11,26,40.736143883507424
9b42efb1-a183-4587-bdf1-ca8680c7399a,4855,6,Cheddar Cheese,2014-01-22,9.08,Dairy,2014,1,22,39.85090337850303
57fc890b-2036-4e5c-ba84-49d59ef92419,4855,5,Chicken Breast,2014-03-21,8.05,Meat,2014,3,21,39.270659115204545
a5aa2b5e-0008-45b7-b56b-4b6c8b343ef5,5899,9,Whole Wheat Pasta,2014-03-13,24.37,Pantry,2014,3,13,40.521601202027966
ae05b89d-71ae-4a8f-9132-bfd3e79b5c0a,5899,7,Greek Yogurt,2014-08-08,26.69,Dairy,2014,8,8,38.65412483231981
7036f325-f78f-47b8-9840-cbf7b9bcecfa,1994,5,Chicken Breast,2013-11-15,3.86,Meat,2013,11,15,40.43837247963365
4d7c2e83-db67-40a5-a9d5-77c7903e590f,1994,3,Organic Eggs (12),2014-02-11,4.59,Dairy,2014,2,11,39.64170824244072
94ac9d6e-7737-43da-bf8e-c1cb3bd1a7e3,1994,4,Avocado,2014-05-11,5.01,Produce,2014,5,11,38.90436357310976
3b0aba58-dbc9-40ae-b9c8-f29529502009,1994,1,Fresh Milk,2014-08-07,4.64,Dairy,2014,8,7,38.64987741317294
7f19caa5-5bbb-4082-ba51-a1a1a7f632b0,387,5,Chicken Breast,2012-11-13,10.68,Meat,2012,11,13,42.92286372422397
cd1dc1d1-d3c9-4875-80d6-1d6ce3994aca,387,5,Chicken Breast,2013-01-03,9.47,Meat,2013,1,3,42.01213870433835
380963f5-b675-4c1d-b498-31895b84e228,387,5,Chicken Breast,2013-02-23,11.45,Meat,2013,2,23,41.934613561829075
0dd00040-40f8-4cf0-a1d6-29028ade219f,387,9,Whole Wheat Pasta,2013-04-15,10.69,Pantry,2013,4,15,42.86060859775906
cd8201a5-19cb-4d35-be30-994618403471,387,7,Greek Yogurt,2013-06-05,10.65,Dairy,2013,6,5,41.45931570865669
4bfa2a86-0af6-4159-99e7-c2bacbd79ce9,387,5,Chicken Breast,2013-07-26,10.74,Meat,2013,7,26,41.134988192036104
6a14e270-c81d-4e2c-a879-171dbd4b8679,2125,1,Fresh Milk,2013-11-15,60.37,Dairy,2013,11,15,40.68942227289183
41abaac0-92ac-45aa-86a0-e959388f4336,2125,2,Brown Bread,2013-12-02,73.13,Bakery,2013,12,2,41.61446677464085
3550fbcd-125c-48e8-8ea3-2806fdf6441e,2125,7,Greek Yogurt,2013-12-20,74.73,Dairy,2013,12,20,40.548185843179475
30fcbd2f-6a8b-4070-9408-e5f6a90a8111,2125,3,Organic Eggs (12),2014-01-07,62.27,Dairy,2014,1,7,39.78719209129995
9f265901-2d8b-44ae-badc-3273f07b09d5,2125,3,Organic Eggs (12),2014-01-24,72.83,Dairy,2014,1,24,39.85939821679678
54ad8d86-8d31-4bfe-b219-d33c1a6bbf72,2125,9,Whole Wheat Pasta,2014-02-11,68.11,Pantry,2014,2,11,40.67557988918094
f2ce9599-cc25-4186-9f6b-a85eda43ae9a,2125,1,Fresh Milk,2014-03-01,57.3,Dairy,2014,3,1,39.43676052552529
0691af10-f688-408c-a164-87c56b8b4f9f,2125,8,Almond Milk,2014-03-18,75.99,Dairy Alternatives,2014,3,18,40.53519868430448
d3db292a-f0e5-4ee4-a8fc-258ac1319420,2125,7,Greek Yogurt,2014-04-05,70.72,Dairy,2014,4,5,39.29127667666606
41212836-d68e-462f-aa93-61ced3e7d62b,2125,3,Organic Eggs (12),2014-04-23,81.64,Dairy,2014,4,23,39.367730221309756
7647d997-73de-4588-93f7-c0062dc58111,2125,3,Organic Eggs (12),2014-05-10,76.2,Dairy,2014,5,10,39.1500402469537
beb83b63-2cc3-4232-9e88-1668fb6de4fa,2125,6,Cheddar Cheese,2014-05-28,79.84,Dairy,2014,5,28,39.2264937915974
bb92058d-90b7-41d2-b7c6-41007fd45114,2125,2,Brown Bread,2014-06-15,74.27,Bakery,2014,6,15,40.15153829334642
27c67102-4faa-495f-88c3-fec3458f241e,2125,8,Almond Milk,2014-07-02,63.28,Dairy Alternatives,2014,7,2,39.817345876167664
51b0b907-a45d-4b92-8d20-22810c53119c,2125,3,Organic Eggs (12),2014-07-20,74.36,Dairy,2014,7,20,38.86756738752899
0a17af3f-0334-4127-8802-1c19074b7d2d,2125,3,Organic Eggs (12),2014-08-07,59.09,Dairy,2014,8,7,38.64987741317294
f43fe99f-06ff-4358-aefc-ffca773f48fc,8180,8,Almond Milk,2013-11-15,23.43,Dairy Alternatives,2013,11,15,41.7156543061742
394045e7-4857-4dc3-998c-ad4569e06cbf,8180,9,Whole Wheat Pasta,2013-12-05,19.19,Pantry,2013,12,5,41.51834620271661
62b761e3-42d6-46c4-8d7b-db33f7c18914,8180,2,Brown Bread,2013-12-26,18.6,Bakery,2013,12,26,41.716404834165786
ce89e7d4-5e65-4269-89ab-220cdf902122,8180,6,Cheddar Cheese,2014-01-16,20.34,Dairy,2014,1,16,39.8254188636218
8c524111-d61d-43dd-8bbd-e9cd6f959fee,8180,1,Fresh Milk,2014-02-06,21.88,Dairy,2014,2,6,39.620471146706365
a6169eaa-3098-44b4-8c77-fa186484f215,8180,6,Cheddar Cheese,2014-02-27,19.65,Dairy,2014,2,27,39.70966694879068
150b3fc9-ac78-4326-ad20-bfd119468865,8180,9,Whole Wheat Pasta,2014-03-19,22.76,Pantry,2014,3,19,40.547085716909194
05b0dd9b-81a1-49c8-9ac9-c28d12c1b475,8180,6,Cheddar Cheese,2014-04-09,22.24,Dairy,2014,4,9,39.30826635325354
8539398f-d884-4d14-afb2-a26058da2b21,8180,4,Avocado,2014-04-30,21.69,Produce,2014,4,30,39.147538062347046
14480bcc-5a11-4f8f-8917-102730a84529,8180,4,Avocado,2014-05-21,24.6,Produce,2014,5,21,38.94683776457848
77ddf39f-9618-4f4e-bbae-4b5d4323c549,8180,9,Whole Wheat Pasta,2014-06-11,23.13,Pantry,2014,6,11,40.025685787394075
99acdf99-4674-4bef-8dab-74c6d38792f7,8180,8,Almond Milk,2014-07-01,22.06,Dairy Alternatives,2014,7,1,39.81309845702079
9f3a46ca-1dc0-4fd8-9a0a-b0fb034482b0,8180,2,Brown Bread,2014-07-22,22.75,Bakery,2014,7,22,40.01879670192781
7ede6c7b-cd32-40e8-a676-03e8ff3f2090,8180,3,Organic Eggs (12),2014-08-12,20.99,Dairy,2014,8,12,38.671114508907294
5265e6a4-c798-4027-9c14-ec8f4e0b22e6,8180,7,Greek Yogurt,2014-09-02,18.85,Dairy,2014,9,2,38.46616679199186
53e047ac-7e24-4270-af10-4b44f3685134,2569,8,Almond Milk,2012-10-10,7.96,Dairy Alternatives,2012,10,10,44.349876818770625
3462f14c-b3df-41ec-9544-ab772b1e1cb8,2569,5,Chicken Breast,2012-12-14,10.93,Meat,2012,12,14,42.76463761792413
a6f267be-4b8d-4fce-86a3-d04928ebbf39,2569,5,Chicken Breast,2013-02-17,8.14,Meat,2013,2,17,41.90912904694784
a33de007-a56b-4b65-a806-63c6f210ac35,2569,2,Brown Bread,2013-04-24,7.37,Bakery,2013,4,24,43.00769819944577
cee7c238-ef84-41ec-a63c-0790616ffdef,2569,7,Greek Yogurt,2013-06-28,8.47,Dairy,2013,6,28,41.55700634903475
adb65fba-b7f7-4161-b87f-c1478c025c63,2114,8,Almond Milk,2012-11-24,42.44,Dairy Alternatives,2012,11,24,44.246867161380116
8b876023-1676-4551-8957-b2c5c63d285f,2114,8,Almond Milk,2012-12-07,42.65,Dairy Alternatives,2012,12,7,44.012187510436576
fa64acbd-6dbc-4707-91b8-5792904340d9,2114,2,Brown Bread,2012-12-20,60.54,Bakery,2012,12,20,44.18390640216862
306100f4-d3fc-4280-aab6-e417458f830b,2114,5,Chicken Breast,2013-01-02,43.56,Meat,2013,1,2,42.00789128519148
d94808b7-b0d6-45f8-a5f8-329261c25a02,2114,3,Organic Eggs (12),2013-01-15,51.89,Dairy,2013,1,15,42.314157527358994
6c2e9100-2553-489e-b853-c3997ae72b49,2114,1,Fresh Milk,2013-01-28,45.8,Dairy,2013,1,28,42.36937397626833
